salesdate,kind,sales,Adjusted
2-1-1997,"Retail and food services sales, total",197556,N
3-1-1997,"Retail and food services sales, total",225133,N
4-1-1997,"Retail and food services sales, total",220329,N
5-1-1997,"Retail and food services sales, total",234190,N
6-1-1997,"Retail and food services sales, total",227365,N
7-1-1997,"Retail and food services sales, total",231521,N
8-1-1997,"Retail and food services sales, total",235252,N
9-1-1997,"Retail and food services sales, total",222807,N
10-1-1997,"Retail and food services sales, total",232251,N
11-1-1997,"Retail and food services sales, total",228284,N
12-1-1997,"Retail and food services sales, total",271054,N
1-1-1997,Retail sales and food services excl motor vehicle and parts,151994,N
2-1-1997,Retail sales and food services excl motor vehicle and parts,147430,N
3-1-1997,Retail sales and food services excl motor vehicle and parts,167468,N
4-1-1997,Retail sales and food services excl motor vehicle and parts,164024,N
5-1-1997,Retail sales and food services excl motor vehicle and parts,176251,N
6-1-1997,Retail sales and food services excl motor vehicle and parts,169901,N
7-1-1997,Retail sales and food services excl motor vehicle and parts,173049,N
8-1-1997,Retail sales and food services excl motor vehicle and parts,177182,N
9-1-1997,Retail sales and food services excl motor vehicle and parts,167947,N
10-1-1997,Retail sales and food services excl motor vehicle and parts,176680,N
11-1-1997,Retail sales and food services excl motor vehicle and parts,179711,N
12-1-1997,Retail sales and food services excl motor vehicle and parts,220677,N
1-1-1997,Retail sales and food services excl gasoline stations,184433,N
2-1-1997,Retail sales and food services excl gasoline stations,182644,N
3-1-1997,Retail sales and food services excl gasoline stations,208571,N
4-1-1997,Retail sales and food services excl gasoline stations,203965,N
5-1-1997,Retail sales and food services excl gasoline stations,216874,N
6-1-1997,Retail sales and food services excl gasoline stations,210316,N
7-1-1997,Retail sales and food services excl gasoline stations,214043,N
8-1-1997,Retail sales and food services excl gasoline stations,217519,N
9-1-1997,Retail sales and food services excl gasoline stations,206016,N
10-1-1997,Retail sales and food services excl gasoline stations,215089,N
11-1-1997,Retail sales and food services excl gasoline stations,212278,N
12-1-1997,Retail sales and food services excl gasoline stations,254683,N
1-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,136038,N
2-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,132518,N
3-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,150906,N
4-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,147660,N
5-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,158935,N
6-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,152852,N
7-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,155571,N
8-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,159449,N
9-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,151156,N
10-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,159518,N
11-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,163705,N
12-1-1997,Retail sales and food services excl motor vehicle and parts and gasoline stations,204306,N
1-1-1997,"Retail sales, total",181073,N
2-1-1997,"Retail sales, total",178428,N
3-1-1997,"Retail sales, total",203750,N
4-1-1997,"Retail sales, total",199219,N
5-1-1997,"Retail sales, total",211516,N
6-1-1997,"Retail sales, total",205491,N
7-1-1997,"Retail sales, total",208856,N
8-1-1997,"Retail sales, total",211952,N
9-1-1997,"Retail sales, total",201415,N
10-1-1997,"Retail sales, total",210145,N
11-1-1997,"Retail sales, total",207533,N
12-1-1997,"Retail sales, total",249389,N
1-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",132678,N
2-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",128302,N
3-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",146085,N
4-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",142914,N
5-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",153577,N
6-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",148027,N
7-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",150384,N
8-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",153882,N
9-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",146555,N
10-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",154574,N
11-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",158960,N
12-1-1997,"Retail sales, total (excl. motor vehicle and parts dealers)",199012,N
1-1-1997,GAFO(1),47409,N
2-1-1997,GAFO(1),47286,N
3-1-1997,GAFO(1),55045,N
4-1-1997,GAFO(1),52639,N
5-1-1997,GAFO(1),57737,N
6-1-1997,GAFO(1),55641,N
7-1-1997,GAFO(1),55712,N
8-1-1997,GAFO(1),60967,N
9-1-1997,GAFO(1),55307,N
10-1-1997,GAFO(1),59385,N
11-1-1997,GAFO(1),67945,N
12-1-1997,GAFO(1),98314,N
1-1-1996,"Retail and food services sales, total",185019,N
2-1-1996,"Retail and food services sales, total",192380,N
3-1-1996,"Retail and food services sales, total",212110,N
4-1-1996,"Retail and food services sales, total",211718,N
5-1-1996,"Retail and food services sales, total",226936,N
6-1-1996,"Retail and food services sales, total",217511,N
7-1-1996,"Retail and food services sales, total",218111,N
8-1-1996,"Retail and food services sales, total",226062,N
9-1-1996,"Retail and food services sales, total",209250,N
10-1-1996,"Retail and food services sales, total",222663,N
11-1-1996,"Retail and food services sales, total",223953,N
12-1-1996,"Retail and food services sales, total",258081,N
1-1-1996,Retail sales and food services excl motor vehicle and parts,140160,N
2-1-1996,Retail sales and food services excl motor vehicle and parts,142805,N
3-1-1996,Retail sales and food services excl motor vehicle and parts,156474,N
4-1-1996,Retail sales and food services excl motor vehicle and parts,157622,N
5-1-1996,Retail sales and food services excl motor vehicle and parts,168786,N
6-1-1996,Retail sales and food services excl motor vehicle and parts,162597,N
7-1-1996,Retail sales and food services excl motor vehicle and parts,163040,N
8-1-1996,Retail sales and food services excl motor vehicle and parts,170581,N
9-1-1996,Retail sales and food services excl motor vehicle and parts,158129,N
10-1-1996,Retail sales and food services excl motor vehicle and parts,168434,N
11-1-1996,Retail sales and food services excl motor vehicle and parts,175816,N
12-1-1996,Retail sales and food services excl motor vehicle and parts,211843,N
1-1-1996,Retail sales and food services excl gasoline stations,170546,N
2-1-1996,Retail sales and food services excl gasoline stations,178221,N
3-1-1996,Retail sales and food services excl gasoline stations,196494,N
4-1-1996,Retail sales and food services excl gasoline stations,195694,N
5-1-1996,Retail sales and food services excl gasoline stations,209508,N
6-1-1996,Retail sales and food services excl gasoline stations,200554,N
7-1-1996,Retail sales and food services excl gasoline stations,201072,N
8-1-1996,Retail sales and food services excl gasoline stations,208791,N
9-1-1996,Retail sales and food services excl gasoline stations,193275,N
10-1-1996,Retail sales and food services excl gasoline stations,205992,N
11-1-1996,Retail sales and food services excl gasoline stations,207716,N
12-1-1996,Retail sales and food services excl gasoline stations,241506,N
1-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,125687,N
2-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,128646,N
3-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,140858,N
4-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,141598,N
5-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,151358,N
6-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,145640,N
7-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,146001,N
8-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,153310,N
9-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,142154,N
10-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,151763,N
11-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,159579,N
12-1-1996,Retail sales and food services excl motor vehicle and parts and gasoline stations,195268,N
1-1-1996,"Retail sales, total",167372,N
2-1-1996,"Retail sales, total",173941,N
3-1-1996,"Retail sales, total",191851,N
4-1-1996,"Retail sales, total",191886,N
5-1-1996,"Retail sales, total",205797,N
6-1-1996,"Retail sales, total",196842,N
7-1-1996,"Retail sales, total",197140,N
8-1-1996,"Retail sales, total",204270,N
9-1-1996,"Retail sales, total",189424,N
10-1-1996,"Retail sales, total",201927,N
11-1-1996,"Retail sales, total",203621,N
12-1-1996,"Retail sales, total",237478,N
1-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",122513,N
2-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",124366,N
3-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",136215,N
4-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",137790,N
5-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",147647,N
6-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",141928,N
7-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",142069,N
8-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",148789,N
9-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",138303,N
10-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",147698,N
11-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",155484,N
12-1-1996,"Retail sales, total (excl. motor vehicle and parts dealers)",191240,N
1-1-1996,GAFO(1),43533,N
2-1-1996,GAFO(1),45999,N
3-1-1996,GAFO(1),51526,N
4-1-1996,GAFO(1),51479,N
5-1-1996,GAFO(1),55557,N
6-1-1996,GAFO(1),53585,N
7-1-1996,GAFO(1),52522,N
8-1-1996,GAFO(1),58714,N
9-1-1996,GAFO(1),53061,N
10-1-1996,GAFO(1),56556,N
11-1-1996,GAFO(1),65498,N
12-1-1996,GAFO(1),94583,N
1-1-1995,"Retail and food services sales, total",175344,N
2-1-1995,"Retail and food services sales, total",172138,N
3-1-1995,"Retail and food services sales, total",201279,N
4-1-1995,"Retail and food services sales, total",196039,N
5-1-1995,"Retail and food services sales, total",210478,N
6-1-1995,"Retail and food services sales, total",211844,N
7-1-1995,"Retail and food services sales, total",203411,N
8-1-1995,"Retail and food services sales, total",214248,N
9-1-1995,"Retail and food services sales, total",202122,N
10-1-1995,"Retail and food services sales, total",204044,N
11-1-1995,"Retail and food services sales, total",212190,N
12-1-1995,"Retail and food services sales, total",247491,N
1-1-1995,Retail sales and food services excl motor vehicle and parts,134789,N
2-1-1995,Retail sales and food services excl motor vehicle and parts,130679,N
3-1-1995,Retail sales and food services excl motor vehicle and parts,149748,N
4-1-1995,Retail sales and food services excl motor vehicle and parts,148170,N
5-1-1995,Retail sales and food services excl motor vehicle and parts,157703,N
6-1-1995,Retail sales and food services excl motor vehicle and parts,156922,N
7-1-1995,Retail sales and food services excl motor vehicle and parts,153443,N
8-1-1995,Retail sales and food services excl motor vehicle and parts,160769,N
9-1-1995,Retail sales and food services excl motor vehicle and parts,153295,N
10-1-1995,Retail sales and food services excl motor vehicle and parts,155556,N
11-1-1995,Retail sales and food services excl motor vehicle and parts,166150,N
12-1-1995,Retail sales and food services excl motor vehicle and parts,203689,N
1-1-1995,Retail sales and food services excl gasoline stations,161473,N
2-1-1995,Retail sales and food services excl gasoline stations,158926,N
3-1-1995,Retail sales and food services excl gasoline stations,186522,N
4-1-1995,Retail sales and food services excl gasoline stations,181409,N
5-1-1995,Retail sales and food services excl gasoline stations,194533,N
6-1-1995,Retail sales and food services excl gasoline stations,195637,N
7-1-1995,Retail sales and food services excl gasoline stations,187354,N
8-1-1995,Retail sales and food services excl gasoline stations,198031,N
9-1-1995,Retail sales and food services excl gasoline stations,186928,N
10-1-1995,Retail sales and food services excl gasoline stations,188887,N
11-1-1995,Retail sales and food services excl gasoline stations,197509,N
12-1-1995,Retail sales and food services excl gasoline stations,232306,N
1-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,120918,N
2-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,117467,N
3-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,134991,N
4-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,133540,N
5-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,141758,N
6-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,140715,N
7-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,137386,N
8-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,144552,N
9-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,138101,N
10-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,140399,N
11-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,151469,N
12-1-1995,Retail sales and food services excl motor vehicle and parts and gasoline stations,188504,N
1-1-1995,"Retail sales, total",158004,N
2-1-1995,"Retail sales, total",155156,N
3-1-1995,"Retail sales, total",181910,N
4-1-1995,"Retail sales, total",176635,N
5-1-1995,"Retail sales, total",190269,N
6-1-1995,"Retail sales, total",191609,N
7-1-1995,"Retail sales, total",182909,N
8-1-1995,"Retail sales, total",193370,N
9-1-1995,"Retail sales, total",182521,N
10-1-1995,"Retail sales, total",184276,N
11-1-1995,"Retail sales, total",193405,N
12-1-1995,"Retail sales, total",227552,N
1-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",117449,N
2-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",113697,N
3-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",130379,N
4-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",128766,N
5-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",137494,N
6-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",136687,N
7-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",132941,N
8-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",139891,N
9-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",133694,N
10-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",135788,N
11-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",147365,N
12-1-1995,"Retail sales, total (excl. motor vehicle and parts dealers)",183750,N
1-1-1995,GAFO(1),42081,N
2-1-1995,GAFO(1),41357,N
3-1-1995,GAFO(1),48904,N
4-1-1995,GAFO(1),48848,N
5-1-1995,GAFO(1),51653,N
6-1-1995,GAFO(1),51777,N
7-1-1995,GAFO(1),50183,N
8-1-1995,GAFO(1),54920,N
9-1-1995,GAFO(1),52057,N
10-1-1995,GAFO(1),52586,N
11-1-1995,GAFO(1),63530,N
12-1-1995,GAFO(1),92144,N
1-1-1994,"Retail and food services sales, total",161349,N
2-1-1994,"Retail and food services sales, total",162841,N
3-1-1994,"Retail and food services sales, total",192319,N
4-1-1994,"Retail and food services sales, total",189569,N
5-1-1994,"Retail and food services sales, total",194927,N
6-1-1994,"Retail and food services sales, total",197946,N
7-1-1994,"Retail and food services sales, total",193355,N
8-1-1994,"Retail and food services sales, total",202388,N
9-1-1994,"Retail and food services sales, total",193954,N
10-1-1994,"Retail and food services sales, total",197956,N
11-1-1994,"Retail and food services sales, total",202520,N
12-1-1994,"Retail and food services sales, total",241111,N
1-1-1994,Retail sales and food services excl motor vehicle and parts,124850,N
2-1-1994,Retail sales and food services excl motor vehicle and parts,123634,N
3-1-1994,Retail sales and food services excl motor vehicle and parts,143525,N
4-1-1994,Retail sales and food services excl motor vehicle and parts,141977,N
5-1-1994,Retail sales and food services excl motor vehicle and parts,147862,N
6-1-1994,Retail sales and food services excl motor vehicle and parts,148644,N
7-1-1994,Retail sales and food services excl motor vehicle and parts,147625,N
8-1-1994,Retail sales and food services excl motor vehicle and parts,154061,N
9-1-1994,Retail sales and food services excl motor vehicle and parts,147603,N
10-1-1994,Retail sales and food services excl motor vehicle and parts,151778,N
11-1-1994,Retail sales and food services excl motor vehicle and parts,158908,N
12-1-1994,Retail sales and food services excl motor vehicle and parts,198627,N
1-1-1994,Retail sales and food services excl gasoline stations,148635,N
2-1-1994,Retail sales and food services excl gasoline stations,150548,N
3-1-1994,Retail sales and food services excl gasoline stations,178672,N
4-1-1994,Retail sales and food services excl gasoline stations,175924,N
5-1-1994,Retail sales and food services excl gasoline stations,180576,N
6-1-1994,Retail sales and food services excl gasoline stations,183226,N
7-1-1994,Retail sales and food services excl gasoline stations,178217,N
8-1-1994,Retail sales and food services excl gasoline stations,186792,N
9-1-1994,Retail sales and food services excl gasoline stations,179232,N
10-1-1994,Retail sales and food services excl gasoline stations,183100,N
11-1-1994,Retail sales and food services excl gasoline stations,187984,N
12-1-1994,Retail sales and food services excl gasoline stations,226107,N
1-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,112136,N
2-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,111341,N
3-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,129878,N
4-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,128332,N
5-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,133511,N
6-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,133924,N
7-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,132487,N
8-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,138465,N
9-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,132881,N
10-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,136922,N
11-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,144372,N
12-1-1994,Retail sales and food services excl motor vehicle and parts and gasoline stations,183623,N
1-1-1994,"Retail sales, total",145276,N
2-1-1994,"Retail sales, total",146332,N
3-1-1994,"Retail sales, total",173562,N
4-1-1994,"Retail sales, total",170795,N
5-1-1994,"Retail sales, total",175527,N
6-1-1994,"Retail sales, total",178509,N
7-1-1994,"Retail sales, total",173198,N
8-1-1994,"Retail sales, total",182445,N
9-1-1994,"Retail sales, total",175128,N
10-1-1994,"Retail sales, total",178642,N
11-1-1994,"Retail sales, total",184272,N
12-1-1994,"Retail sales, total",221549,N
1-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",108777,N
2-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",107125,N
3-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",124768,N
4-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",123203,N
5-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",128462,N
6-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",129207,N
7-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",127468,N
8-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",134118,N
9-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",128777,N
10-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",132464,N
11-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",140660,N
12-1-1994,"Retail sales, total (excl. motor vehicle and parts dealers)",179065,N
1-1-1994,GAFO(1),38169,N
2-1-1994,GAFO(1),38988,N
3-1-1994,GAFO(1),46882,N
4-1-1994,GAFO(1),46029,N
5-1-1994,GAFO(1),47711,N
6-1-1994,GAFO(1),48452,N
7-1-1994,GAFO(1),47407,N
8-1-1994,GAFO(1),52037,N
9-1-1994,GAFO(1),48961,N
10-1-1994,GAFO(1),51601,N
11-1-1994,GAFO(1),60091,N
12-1-1994,GAFO(1),90019,N
1-1-1993,"Retail and food services sales, total",153221,N
2-1-1993,"Retail and food services sales, total",150087,N
3-1-1993,"Retail and food services sales, total",170439,N
4-1-1993,"Retail and food services sales, total",176456,N
5-1-1993,"Retail and food services sales, total",182231,N
6-1-1993,"Retail and food services sales, total",181535,N
7-1-1993,"Retail and food services sales, total",183682,N
8-1-1993,"Retail and food services sales, total",183318,N
9-1-1993,"Retail and food services sales, total",177406,N
10-1-1993,"Retail and food services sales, total",182737,N
11-1-1993,"Retail and food services sales, total",187443,N
12-1-1993,"Retail and food services sales, total",224540,N
1-1-1993,Retail sales and food services excl motor vehicle and parts,121021,N
2-1-1993,Retail sales and food services excl motor vehicle and parts,117300,N
3-1-1993,Retail sales and food services excl motor vehicle and parts,131181,N
4-1-1993,Retail sales and food services excl motor vehicle and parts,135401,N
5-1-1993,Retail sales and food services excl motor vehicle and parts,140841,N
6-1-1993,Retail sales and food services excl motor vehicle and parts,138540,N
7-1-1993,Retail sales and food services excl motor vehicle and parts,140704,N
8-1-1993,Retail sales and food services excl motor vehicle and parts,141612,N
9-1-1993,Retail sales and food services excl motor vehicle and parts,137132,N
10-1-1993,Retail sales and food services excl motor vehicle and parts,142450,N
11-1-1993,Retail sales and food services excl motor vehicle and parts,148461,N
12-1-1993,Retail sales and food services excl motor vehicle and parts,185536,N
1-1-1993,Retail sales and food services excl gasoline stations,140694,N
2-1-1993,Retail sales and food services excl gasoline stations,138027,N
3-1-1993,Retail sales and food services excl gasoline stations,157276,N
4-1-1993,Retail sales and food services excl gasoline stations,163079,N
5-1-1993,Retail sales and food services excl gasoline stations,168142,N
6-1-1993,Retail sales and food services excl gasoline stations,167536,N
7-1-1993,Retail sales and food services excl gasoline stations,169235,N
8-1-1993,Retail sales and food services excl gasoline stations,169197,N
9-1-1993,Retail sales and food services excl gasoline stations,164030,N
10-1-1993,Retail sales and food services excl gasoline stations,168776,N
11-1-1993,Retail sales and food services excl gasoline stations,173923,N
12-1-1993,Retail sales and food services excl gasoline stations,210804,N
1-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,108494,N
2-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,105240,N
3-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,118018,N
4-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,122024,N
5-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,126752,N
6-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,124541,N
7-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,126257,N
8-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,127491,N
9-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,123756,N
10-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,128489,N
11-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,134941,N
12-1-1993,Retail sales and food services excl motor vehicle and parts and gasoline stations,171800,N
1-1-1993,"Retail sales, total",137020,N
2-1-1993,"Retail sales, total",134462,N
3-1-1993,"Retail sales, total",153025,N
4-1-1993,"Retail sales, total",158615,N
5-1-1993,"Retail sales, total",163519,N
6-1-1993,"Retail sales, total",162964,N
7-1-1993,"Retail sales, total",164590,N
8-1-1993,"Retail sales, total",163989,N
9-1-1993,"Retail sales, total",159298,N
10-1-1993,"Retail sales, total",163992,N
11-1-1993,"Retail sales, total",169980,N
12-1-1993,"Retail sales, total",206174,N
1-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",104820,N
2-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",101675,N
3-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",113767,N
4-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",117560,N
5-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",122129,N
6-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",119969,N
7-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",121612,N
8-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",122283,N
9-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",119024,N
10-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",123705,N
11-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",130998,N
12-1-1993,"Retail sales, total (excl. motor vehicle and parts dealers)",167170,N
1-1-1993,GAFO(1),36694,N
2-1-1993,GAFO(1),35872,N
3-1-1993,GAFO(1),41191,N
4-1-1993,GAFO(1),43631,N
5-1-1993,GAFO(1),45350,N
6-1-1993,GAFO(1),44410,N
7-1-1993,GAFO(1),44915,N
8-1-1993,GAFO(1),47477,N
9-1-1993,GAFO(1),45182,N
10-1-1993,GAFO(1),47654,N
11-1-1993,GAFO(1),55243,N
12-1-1993,GAFO(1),83163,N
1-1-1992,"Retail and food services sales, total",146376,N
2-1-1992,"Retail and food services sales, total",147079,N
3-1-1992,"Retail and food services sales, total",159336,N
4-1-1992,"Retail and food services sales, total",163669,N
5-1-1992,"Retail and food services sales, total",170068,N
6-1-1992,"Retail and food services sales, total",168663,N
7-1-1992,"Retail and food services sales, total",169890,N
8-1-1992,"Retail and food services sales, total",170364,N
9-1-1992,"Retail and food services sales, total",164617,N
10-1-1992,"Retail and food services sales, total",173655,N
11-1-1992,"Retail and food services sales, total",171547,N
12-1-1992,"Retail and food services sales, total",208838,N
1-1-1992,Retail sales and food services excl motor vehicle and parts,116565,N
2-1-1992,Retail sales and food services excl motor vehicle and parts,115862,N
3-1-1992,Retail sales and food services excl motor vehicle and parts,124200,N
4-1-1992,Retail sales and food services excl motor vehicle and parts,127587,N
5-1-1992,Retail sales and food services excl motor vehicle and parts,133608,N
6-1-1992,Retail sales and food services excl motor vehicle and parts,130274,N
7-1-1992,Retail sales and food services excl motor vehicle and parts,132076,N
8-1-1992,Retail sales and food services excl motor vehicle and parts,134928,N
9-1-1992,Retail sales and food services excl motor vehicle and parts,128734,N
10-1-1992,Retail sales and food services excl motor vehicle and parts,136917,N
11-1-1992,Retail sales and food services excl motor vehicle and parts,139187,N
12-1-1992,Retail sales and food services excl motor vehicle and parts,175771,N
1-1-1992,Retail sales and food services excl gasoline stations,134277,N
2-1-1992,Retail sales and food services excl gasoline stations,135499,N
3-1-1992,Retail sales and food services excl gasoline stations,147064,N
4-1-1992,Retail sales and food services excl gasoline stations,151226,N
5-1-1992,Retail sales and food services excl gasoline stations,156619,N
6-1-1992,Retail sales and food services excl gasoline stations,155236,N
7-1-1992,Retail sales and food services excl gasoline stations,156016,N
8-1-1992,Retail sales and food services excl gasoline stations,156539,N
9-1-1992,Retail sales and food services excl gasoline stations,151477,N
10-1-1992,Retail sales and food services excl gasoline stations,159992,N
11-1-1992,Retail sales and food services excl gasoline stations,158483,N
12-1-1992,Retail sales and food services excl gasoline stations,195350,N
1-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,104466,N
2-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,104282,N
3-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,111928,N
4-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,115144,N
5-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,120159,N
6-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,116847,N
7-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,118202,N
8-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,121103,N
9-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,115594,N
10-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,123254,N
11-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,126123,N
12-1-1992,Retail sales and food services excl motor vehicle and parts and gasoline stations,162283,N
1-1-1992,"Retail sales, total",130683,N
2-1-1992,"Retail sales, total",131244,N
3-1-1992,"Retail sales, total",142488,N
4-1-1992,"Retail sales, total",147175,N
5-1-1992,"Retail sales, total",152420,N
6-1-1992,"Retail sales, total",151849,N
7-1-1992,"Retail sales, total",152586,N
8-1-1992,"Retail sales, total",152476,N
9-1-1992,"Retail sales, total",148158,N
10-1-1992,"Retail sales, total",155987,N
11-1-1992,"Retail sales, total",154824,N
12-1-1992,"Retail sales, total",191347,N
1-1-1992,"Retail sales, total (excl. motor vehicle and parts dealers)",100872,N
2-1-1992,"Retail sales, total (excl. motor vehicle and parts dealers)",100027,N
3-1-1992,"Retail sales, total (excl. motor vehicle and parts dealers)",107352,N
